time(ms),ax,ay,az,gx,gy,gz
4580,-0.901038 0.237435 -8.532839 -0.007090 -0.056178 -0.002727
4600,-0.913260 0.240522 -8.527596 -0.006000 -0.054542 -0.004363
4620,-0.910172 0.242986 -8.535908 -0.006000 -0.050178 -0.004363
4640,-0.905554 0.241293 -8.544065 -0.006545 -0.045815 -0.002727
4660,-0.898627 0.248450 -8.498120 -0.001636 -0.043088 -0.002182
4680,-0.906554 0.239038 -8.570024 -0.007090 -0.052360 -0.002727
4700,-0.903037 0.237235 -8.554587 -0.006545 -0.052905 -0.002182
4720,-0.913460 0.231883 -8.529772 -0.006000 -0.051814 -0.003272
4740,-0.903728 0.243630 -8.522334 -0.006000 -0.053996 -0.002727
4760,-0.913529 0.238340 -8.521159 -0.010363 -0.054542 -0.006545
4780,-0.890805 0.242768 -8.557674 -0.005454 -0.051269 -0.009272
4800,-0.905772 0.236961 -8.541932 -0.010363 -0.050178 -0.003818
4820,-0.915888 0.229485 -8.527860 -0.007636 -0.050178 -0.004909
4840,-0.899661 0.239727 -8.528392 -0.007636 -0.051814 -0.003818
4860,-0.915277 0.238166 -8.538572 -0.007636 -0.049633 -0.004909
4880,-0.897445 0.242104 -8.536790 -0.009272 -0.050724 -0.006545
4900,-0.902126 0.237326 -8.539412 -0.007636 -0.048542 -0.003818
4920,-0.902594 0.230814 -8.532995 -0.010363 -0.049087 -0.002727
4940,-0.891867 0.240507 -8.536232 -0.007636 -0.047997 -0.002727
4960,-0.899413 0.246217 -8.517592 -0.009272 -0.050724 -0.003818
4980,-0.902323 0.245926 -8.537277 -0.008727 -0.050724 -0.003818
5000,-0.909078 0.225856 -8.537953 -0.009272 -0.051269 -0.003818
5020,-0.909754 0.227944 -8.540175 -0.007090 -0.051269 -0.001091
5040,-0.903357 0.230738 -8.526607 -0.009817 -0.049087 -0.004363
5060,-0.896253 0.242223 -8.517277 -0.009272 -0.050724 -0.003272
5080,-0.906317 0.230442 -8.539831 -0.010363 -0.052905 -0.004909
5100,-0.890084 0.232065 -8.525279 -0.007090 -0.050178 -0.007090
5120,-0.897080 0.229211 -8.536753 -0.006545 -0.050724 -0.002727
5140,-0.904245 0.239269 -8.533160 -0.009817 -0.050178 -0.002727
5160,-0.902806 0.237258 -8.513622 -0.008181 -0.049633 -0.002727
5180,-0.902662 0.239427 -8.524383 -0.006000 -0.050724 -0.002727
5200,-0.896183 0.231456 -8.532353 -0.007636 -0.049633 -0.000545
5220,-0.902000 0.237338 -8.515697 -0.008181 -0.049087 -0.003818
5240,-0.898272 0.239866 -8.539027 -0.010908 -0.053451 -0.002182
5260,-0.906519 0.234732 -8.526922 -0.012545 -0.048542 -0.002182
5280,-0.896569 0.231417 -8.534547 -0.007090 -0.050724 0.000000
5300,-0.910658 0.221389 -8.542420 -0.004909 -0.047997 -0.003818
5320,-0.903447 0.239349 -8.543855 -0.007636 -0.048542 -0.001636
5340,-0.900572 0.237481 -8.537102 -0.005454 -0.045269 -0.001636
5360,-0.898129 0.239880 -8.513155 -0.007090 -0.052360 -0.003818
5380,-0.902195 0.239474 -8.556658 -0.009817 -0.051814 -0.003272
5400,-0.909066 0.245251 -8.542261 -0.009272 -0.053451 -0.002182
5420,-0.903288 0.230745 -8.541683 -0.006000 -0.050178 0.000000
5440,-0.898401 0.231234 -8.543349 -0.006000 -0.046906 -0.002182
5460,-0.902222 0.233007 -8.532957 -0.007090 -0.051269 -0.000545
5480,-0.896139 0.237925 -8.525885 -0.007090 -0.049633 -0.001636
5500,-0.906305 0.239063 -8.537676 -0.008727 -0.049633 -0.004363
5520,-0.896548 0.237884 -8.528080 -0.005454 -0.047451 -0.003818
5540,-0.910656 0.238628 -8.561814 -0.007636 -0.052360 -0.001091
5560,-0.909912 0.240857 -8.535881 -0.008727 -0.049633 0.000000
5580,-0.905528 0.230521 -8.511740 -0.008727 -0.050178 -0.001636
5600,-0.902934 0.239400 -8.530874 -0.009817 -0.053996 0.000545
5620,-0.904830 0.230591 -8.518134 -0.006000 -0.052360 -0.001091
5640,-0.900710 0.239622 -8.522032 -0.007090 -0.050178 -0.003272
5660,-0.900298 0.243973 -8.532765 -0.006000 -0.052905 -0.004363
5680,-0.911031 0.232126 -8.525219 -0.006000 -0.051269 -0.003818
5700,-0.897020 0.233527 -8.543212 -0.004909 -0.050724 -0.008181
5720,-0.902084 0.230866 -8.537253 -0.011999 -0.058359 -0.002182
5740,-0.909055 0.228014 -8.525022 -0.008181 -0.054542 -0.003272
5760,-0.905442 0.243459 -8.535435 -0.008727 -0.055087 -0.002182
5780,-0.913700 0.240478 -8.536261 -0.009272 -0.055632 -0.001636
5800,-0.908061 0.230268 -8.527077 -0.012545 -0.051814 -0.001091
5820,-0.903188 0.235065 -8.513660 -0.009817 -0.050178 -0.001636
5840,-0.900546 0.237484 -8.537100 -0.005454 -0.050724 -0.003818
5860,-0.911056 0.236433 -8.529531 -0.006000 -0.050178 -0.003272
5880,-0.909952 0.236543 -8.559588 -0.007090 -0.047997 -0.002182
5900,-0.907687 0.241080 -8.520575 -0.006545 -0.047451 -0.001091
5920,-0.903150 0.230759 -8.513657 -0.010363 -0.050178 -0.002182
5940,-0.915626 0.225202 -8.517059 -0.010363 -0.053451 -0.003272
5960,-0.901789 0.226585 -8.550153 -0.008181 -0.049087 0.000545
5980,-0.909025 0.236636 -8.561651 -0.010363 -0.051269 -0.001091
6000,-0.907594 0.236779 -8.533495 -0.007090 -0.051269 -0.002182
6020,-0.913915 0.229682 -8.527662 -0.007636 -0.048542 -0.002182
6040,-0.871450 0.218845 -8.560048 -0.009817 -0.058905 -0.022907
6060,-0.901682 0.230906 -8.547988 -0.007636 -0.050178 0.001091
6080,-0.898240 0.235560 -8.545488 -0.010363 -0.053996 -0.001091
